id,Price_euros
1299,973.2395977758804
1109,2012.2444878628787
679,671.5507975110274
1099,1742.6437823028323
6,1506.7707216048743
1163,1037.105918147222
516,1809.4141846112775
1115,949.2513444254589
977,1894.770285735765
910,1108.8953626180391
962,478.4675532935134
264,1435.2422470623555
83,1406.3618025682285
1295,911.4350285152559
158,1239.2736292676063
487,880.010909654152
765,798.3273987060271
445,510.87934308347366
617,1599.4599086857006
727,1284.0515193092938
108,2271.3554448265127
918,1754.3132037187206
991,1142.7387740424704
81,1380.9793804346314
122,929.6506809156692
383,506.82818869029825
951,1063.132153228833
75,1409.729399459644
421,1198.6699953957582
145,377.3218834565496
8,1979.4779239224242
175,427.68929882246357
1123,1809.117909860357
927,604.2132976672062
875,2242.947132606427
1029,1474.0651830871961
1265,918.1502732627532
1033,524.8307619022078
663,480.1224335258737
184,727.2600258753674
896,1234.7764543238552
688,736.1780490210872
984,805.4825285752572
744,962.5874051890092
38,619.5358283521687
1227,1480.2917499302782
605,1465.805921592567
1246,2151.341794371211
77,2173.682146384531
1252,769.8631913486608
920,933.658878704164
805,1086.371641325955
397,1003.014848474602
231,471.0612706448291
1104,808.6796035273319
1204,1215.1741049587772
1217,926.3686111937448
149,1846.747345911863
461,711.0774029679742
21,2043.5098597181177
357,1496.8758803546361
780,1691.443205409147
343,277.70216620823686
737,509.200059654241
845,826.935217256309
173,1735.327964489202
781,757.949604875254
1164,351.04975247401404
819,488.978381600104
277,627.9909452769417
674,1811.8750846689409
1279,2163.7601883495618
1255,1798.4168191728754
1240,887.5720413801822
41,1415.0704501072514
719,1713.844219328384
298,1897.9186737198054
935,1891.226411063284
826,1027.786996450035
278,1547.006969502659
477,1584.3491436789868
542,509.8506798532554
151,640.9389647636045
900,317.30898244581965
1124,966.3609616534189
1216,222.43519406023722
459,782.9025949332018
584,447.75763171099163
294,784.4571042670146
1076,1018.8869403947053
91,2016.864054638977
632,1360.1926336060283
1117,503.82279510130724
457,1131.3841839130646
326,664.0260689288473
925,1952.6391802287299
398,353.24709292003865
940,1316.9597104238587
363,760.0307894261449
906,980.8265148700398
820,700.3535434466645
1020,1632.5298829692993
556,1659.5329195456638
384,1282.7404759679382
885,990.4297054747952
1285,1054.404920179062
438,511.83519836155017
837,1312.8582998174124
979,1083.6704780496207
548,551.8173468507135
170,1002.2383463716212
62,1888.238064708537
309,709.819550813171
816,1409.9778214674593
22,386.17672261885997
285,1949.2972491223532
668,634.805168057291
417,1045.0822334332497
685,1783.489330880364
1049,882.4084159633808
440,502.6990352471166
299,1779.3773443509458
1188,1005.7392356445054
552,500.76540476404756
586,430.884199438977
783,1037.1563508966713
1070,1002.2383463716212
1210,1265.8006796611724
1014,552.1074496157826
501,1342.8936315741885
140,1257.1068649749081
235,352.25165285901073
317,388.4583077123077
861,1220.8576273347185
257,1360.1926336060283
1200,253.9247175645964
371,1310.0000223570537
1112,485.7147819991005
419,2019.3020269147323
385,607.8293211912542
1281,1095.521760285225
524,1896.9640707915771
1015,388.3139018870027
1236,492.160108707409
1036,1175.1784345886108
